"rep","condition","acceptance_rate","method","r_full","rho_full","r_diag","rho_diag","r_off","rho_off","r_sym","r_min","rmse_full","rmse_diag","pairing_rate","elapsed_sec"
8,"bilateral",0.5,"loglinear_3way",0.525764981540941,0.140845828041059,0.205284921047738,0.4,-0.394853106474035,-0.464633145297307,0.522487347008372,0.527936236048071,0.98607035427192,2.01575867659703,0.9996,1.5369918346405
8,"bilateral",0.5,"clogit_K2",0.782572303484388,0.967398605202564,0.578089579658795,0.6,0.94379473522772,0.949698041283584,0.776288149535474,0.77776975174373,0.824216803348125,1.05623992892065,0.9996,1.5369918346405
8,"bilateral",0.75,"crude_ratio",-0.614963041435103,-0.837357388627668,-0.819316351052148,-0.8,-0.799189586941114,-0.786244035771828,-0.611626672152646,-0.614211612363132,1.4531786762314,2.59348549717974,0.9998,1.58863496780396
8,"bilateral",0.75,"loglinear_3way",-0.596672928976979,-0.847390242131963,0.0152435333107126,0.1,-0.787296426566403,-0.874024890583697,-0.597575901743088,-0.593847411942918,1.44945710306473,2.85701393519346,0.9998,1.58863496780396
8,"bilateral",0.75,"clogit_K2",0.636349853728692,0.900255662519977,0.0854207618567293,-0.2,0.949788351875545,0.906564345384648,0.62983124691357,0.630965356395487,0.878568262282979,1.83645567605713,0.9998,1.58863496780396
9,"bilateral",0.25,"crude_ratio",0.720239411972042,0.383177828067868,0.75322419924973,0.7,-0.0933390467163452,-0.179345367158733,0.717245238793048,0.719481309768768,1.30480545984204,1.6208503550635,0.9996,1.55709099769592
9,"bilateral",0.25,"loglinear_3way",0.764767351586694,0.370829700677967,0.492351311261246,0.4,-0.141610945089455,-0.199020386340703,0.76372256961922,0.76518859765022,0.764110708566752,1.1374608946507,0.9996,1.55709099769592
9,"bilateral",0.25,"clogit_K2",0.888755886940726,0.942702350422762,0.969343309421212,1,0.914064519417492,0.887646057709676,0.882285022403573,0.882841930902139,0.946039199420672,0.580583122378675,0.9996,1.55709099769592
9,"bilateral",0.5,"crude_ratio",0.41201833731707,0.123095394918077,0.76173320646682,0.7,-0.444589200114645,-0.454038904199323,0.403604633209658,0.405751080586462,1.02394860534165,2.00439542482506,0.9994,1.54993009567261
9,"bilateral",0.5,"loglinear_3way",0.391769006055869,-0.118850726127798,0.29582845867754,0.3,-0.695220053468881,-0.746893997407886,0.389582388116438,0.392945225280412,1.02256063655241,2.03627193455983,0.9994,1.54993009567261
9,"bilateral",0.5,"clogit_K2",0.786699513172092,0.96701272622163,0.745307231651507,0.7,0.916866257699411,0.947427846762587,0.778736668768143,0.778969443983634,0.832364074095603,0.965218340274613,0.9994,1.54993009567261
9,"bilateral",0.75,"crude_ratio",-0.562073433913724,-0.832340961875521,0.0249302077622602,0.1,-0.800588044798907,-0.819540222079778,-0.562021746320127,-0.5622401583667,1.46586361903834,2.52412857319587,0.999,1.54793214797974
9,"bilateral",0.75,"loglinear_3way",-0.558033732124441,-0.881347592454191,0.240859759298631,0.3,-0.810976545967462,-0.873268159076698,-0.559015497079757,-0.553167140185854,1.47203587030592,2.84546080838829,0.999,1.54793214797974
9,"bilateral",0.75,"clogit_K2",0.671566585137755,0.890994566977551,0.362740383975374,0.6,0.934451707284604,0.933049948129609,0.665089809139326,0.667233628445492,0.850594144238759,1.72977413207984,0.999,1.54793214797974
10,"bilateral",0.25,"crude_ratio",0.811596809187943,0.518235471394912,0.727908370930212,0.7,-0.0640854891055657,0.0597817890529109,0.811536934599097,0.813394884054067,1.20520752677122,1.63445588047467,0.9996,1.50434398651123
10,"bilateral",0.25,"loglinear_3way",0.84166094484887,0.460739503235685,0.614904834705426,0.4,-0.120050768908176,-0.0484308164479278,0.844968107426703,0.844942604935011,0.68487633887148,1.12574294291305,0.9996,1.50434398651123
10,"bilateral",0.25,"clogit_K2",0.870935634161524,0.965469210297892,0.914853022743323,0.9,0.88816810098054,0.933806679636608,0.867026433731839,0.866920238341025,0.981471069549719,0.575558836479432,0.9996,1.50434398651123
10,"bilateral",0.5,"crude_ratio",0.310999329155718,0.0493925095596044,0.725948478214825,0.7,-0.510207451547477,-0.539549564490195,0.317667163000363,0.321487407080444,1.04580537190742,2.04341050735139,0.9984,1.5077919960022
10,"bilateral",0.5,"loglinear_3way",0.28793517986575,-0.163226808935255,0.243507916944139,0.3,-0.650833487409521,-0.715111274113934,0.288592550726584,0.293907935656704,1.05424593853502,2.10037160996059,0.9984,1.5077919960022
10,"bilateral",0.5,"clogit_K2",0.790340651017578,0.945403503289303,0.549855559538689,0.7,0.940871058640853,0.90505088237065,0.784901208405148,0.786176330529128,0.776289130464705,1.13129459945819,0.9984,1.5077919960022
10,"bilateral",0.75,"crude_ratio",-0.575838433214836,-0.831955082894586,-0.0496391270773727,0.1,-0.830417921820902,-0.835431583726754,-0.575785807133172,-0.579167197487983,1.46948881380967,2.53899794010567,0.9994,1.56387901306152
10,"bilateral",0.75,"loglinear_3way",-0.565129207670563,-0.887135777168207,0.283496209588988,0.1,-0.831117812849997,-0.89899703031466,-0.566548748421303,-0.562966704226456,1.45915886419312,2.8361855193115,0.9994,1.56387901306152
10,"bilateral",0.75,"clogit_K2",0.668115949057747,0.883276987358863,0.417760006698417,0.6,0.934350837606304,0.919428781003629,0.661183885537743,0.660963693487662,0.853319015851774,1.74550903489729,0.9994,1.56387901306152
11,"bilateral",0.25,"crude_ratio",0.68828933926156,0.342660535069755,0.737522382970983,0.7,-0.312722509512176,-0.257288712379616,0.69381477846372,0.69549108182038,1.27174367068662,1.61791341724347,0.9986,1.54129481315613
11,"bilateral",0.25,"loglinear_3way",0.758448075325134,0.280534019139316,0.462274578859541,0.4,-0.441070566904435,-0.374582095964441,0.760427238876138,0.761232245823758,0.769617014335219,1.194474975068,0.9986,1.54129481315613
11,"bilateral",0.25,"clogit_K2",0.897403578830856,0.952735203927056,0.93553025224079,1,0.896802552729976,0.907321076891647,0.89484099069918,0.895148408120941,0.844365080975643,0.609804881604595,0.9986,1.54129481315613
11,"bilateral",0.5,"crude_ratio",0.158012537576237,-0.0192939490467205,0.424778455597701,0.2,-0.496966755992587,-0.494902405577262,0.156155852814283,0.155442112002061,1.1060923764524,2.05735150330418,0.9988,1.52723598480225
